judet,cod_siruta,localitate,pop,localitate_clean,judet_uat,uat_cod
MARAMUREȘ,179613,ȘIEU,2240,sieu,MM,14813046
MARAMUREȘ,109096,ȘISEȘTI,5556,sisesti,MM,3627277
MARAMUREȘ,109005,STRÂMTURA,3254,stramtura,MM,3694780
MARAMUREȘ,109041,SUCIU DE SUS,3621,suciu de sus,MM,3695271
MARAMUREȘ,106648,VADU IZEI,2542,vadu izei,MM,3694802
MARAMUREȘ,109354,VALEA CHIOARULUI,2002,valea chioarului,MM,3694543
MARAMUREȘ,109425,VIMA MICĂ,1239,vima mica,MM,3627528
MARAMUREȘ,109504,VIȘEU DE JOS,5212,viseu de jos,MM,3627889
MEHEDINȚI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,79865,municipiul drobeta-turnu severin,MH,4426581
MEHEDINȚI,110063,MUNICIPIUL ORȘOVA,8506,municipiul orsova,MH,4337603
MEHEDINȚI,109924,ORAȘ BAIA DE ARAMĂ,4478,orasul baia de arama,MH,4675450
MEHEDINȚI,110116,ORAȘ STREHAIA,9059,orasul strehaia,MH,6044227
MEHEDINȚI,110232,ORAȘ VÂNJU MARE,5078,orasul vanju mare,MH,7536970
MEHEDINȚI,110571,BÂCLEȘ,1586,bacles,MH,5819414
MEHEDINȚI,110296,BALA,3289,bala,MH,4426468
MEHEDINȚI,110535,BĂLĂCIȚA,2078,balacita,MH,6304246
MEHEDINȚI,110456,BALTA,976,balta,MH,7536902
MEHEDINȚI,110688,BÂLVĂNEȘTI,815,balvanesti,MH,4484426
MEHEDINȚI,114060,BRANIȘTEA,1647,branistea,MH,16408686
MEHEDINȚI,110740,BREZNIȚA-MOTRU,1155,breznita-motru,MH,11383661
MEHEDINȚI,110820,BREZNIȚA-OCOL,3826,breznita-ocol,MH,4337352
MEHEDINȚI,110875,BROȘTENI,2572,brosteni,MH,8845957
MEHEDINȚI,110946,BURILA MARE,1894,burila mare,MH,4675469
MEHEDINȚI,111006,BUTOIEȘTI,3263,butoiesti,MH,8033356
MEHEDINȚI,111097,CĂZĂNEȘTI,2006,cazanesti,MH,4426450
MEHEDINȚI,111220,CIREȘU,483,ciresu,MH,4484469
MEHEDINȚI,111275,CORCOVA,5429,corcova,MH,4818631
MEHEDINȚI,111417,CORLĂȚEL,1162,corlatel,MH,8033364
MEHEDINȚI,111444,CUJMIR,2754,cujmir,MH,4426476
MEHEDINȚI,111550,DÂRVARI,2090,darvari,MH,4550970
MEHEDINȚI,111480,DEVESEL,3029,devesel,MH,7643534
MEHEDINȚI,112904,DUBOVA,716,dubova,MH,4337336
MEHEDINȚI,111587,DUMBRAVA,1191,dumbrava,MH,7536937
MEHEDINȚI,112245,EȘELNIȚA,2639,eselnita,MH,4337301
MEHEDINȚI,111685,FLOREȘTI,2311,floresti,MH,7536945
MEHEDINȚI,111783,GÂRLA MARE,3300,garla mare,MH,4484493
MEHEDINȚI,111818,GODEANU,497,godeanu,MH,4484418
MEHEDINȚI,111863,GOGOȘU,3910,gogosu,MH,6304238
MEHEDINȚI,111916,GRECI,1067,greci,MH,7536953
MEHEDINȚI,111989,GROZEȘTI,1879,grozesti,MH,7579784
MEHEDINȚI,112030,GRUIA,2824,gruia,MH,4871210
MEHEDINȚI,112076,HINOVA,2526,hinova,MH,4426425
MEHEDINȚI,112129,HUSNICIOARA,1064,husnicioara,MH,4484434
MEHEDINȚI,112263,ILOVĂȚ,1015,ilovat,MH,4426441
MEHEDINȚI,112334,ILOVIȚA,1238,ilovita,MH,4337310
MEHEDINȚI,112370,ISVERNA,2069,isverna,MH,4818640
MEHEDINȚI,112469,IZVORU BÂRZII,2481,izvoru barzii,MH,4484400
MEHEDINȚI,112548,JIANA,4184,jiana,MH,4426417
MEHEDINȚI,112600,LIVEZILE,1424,livezile,MH,6341597
MEHEDINȚI,112664,MALOVĂȚ,2618,malovat,MH,4426395
MEHEDINȚI,112744,OBÂRȘIA DE CÂMP,1558,obarsia de camp,MH,7643062
MEHEDINȚI,110027,OBÂRȘIA-CLOȘANI,881,obarsia-closani,MH,7536910
MEHEDINȚI,112771,OPRIȘOR,1681,oprisor,MH,4639830
MEHEDINȚI,112806,PĂDINA,1073,padina,MH,6752762
MEHEDINȚI,112879,PĂTULELE,3038,patulele,MH,6140720
MEHEDINȚI,112959,PODENI,686,podeni,MH,4484477
MEHEDINȚI,112995,PONOARELE,2249,ponoarele,MH,6098316
MEHEDINȚI,113153,POROINA MARE,866,poroina mare,MH,6752770
MEHEDINȚI,113206,PRISTOL,1254,pristol,MH,4639822
MEHEDINȚI,113233,PRUNIȘOR,2129,prunisor,MH,4484485
MEHEDINȚI,113395,PUNGHINA,2381,punghina,MH,6449913
MEHEDINȚI,113466,ROGOVA,1248,rogova,MH,4871201
MEHEDINȚI,113493,SALCIA,2416,salcia,MH,4550961
MEHEDINȚI,109826,ȘIMIAN,10021,simian,MH,4550988
MEHEDINȚI,113625,ȘIȘEȘTI,2417,sisesti,MH,4484450
MEHEDINȚI,113698,ȘOVARNA,993,sovarna,MH,4484442
MEHEDINȚI,113518,STÂNGĂCEAUA,1120,stangaceaua,MH,7536961
MEHEDINȚI,113607,SVINIȚA,741,svinita,MH,4550996
MEHEDINȚI,113732,TÂMNA,2881,tamna,MH,7643526
MEHEDINȚI,113849,VÂNĂTORI,1922,vanatori,MH,5870832
MEHEDINȚI,113894,VÂNJULEȚ,2022,vanjulet,MH,7643054
MEHEDINȚI,113929,VLĂDAIA,1372,vladaia,MH,6341589
MEHEDINȚI,113974,VOLOIAC,1420,voloiac,MH,7536929
MEHEDINȚI,114079,VRATA,1977,vrata,MH,16359583
MUREȘ,114319,MUNICIPIUL TÂRGU MUREȘ,116033,municipiul targu mures,MS,4322823
MUREȘ,114809,MUNICIPIUL REGHIN,29742,municipiul reghin,MS,3675258
MUREȘ,114514,MUNICIPIUL SIGHIȘOARA,23927,municipiul sighisoara,MS,5669309
MUREȘ,114925,MUNICIPIUL TÂRNĂVENI,20604,municipiul tarnaveni,MS,4323535
MUREȘ,117827,ORAȘ IERNUT,8473,orasul iernut,MS,5584644
MUREȘ,114710,ORAȘ LUDUȘ,14757,orasul ludus,MS,5669317
MUREȘ,118281,ORAȘ MIERCUREA NIRAJULUI,5414,orasul miercurea nirajului,MS,4322971
MUREȘ,119331,ORAȘ SÂNGEORGIU DE PĂDURE,4875,orasul sangeorgiu de padure,MS,4375895
MUREȘ,119242,ORAȘ SARMAȘU,6186,orasul sarmasu,MS,6405259
MUREȘ,114854,ORAȘ SOVATA,9703,orasul sovata,MS,4436895
MUREȘ,119894,ORAȘ UNGHENI,7007,orasul ungheni,MS,4323322
MUREȘ,114970,ACĂȚARI,5170,acatari,MS,4323578
MUREȘ,115076,ADĂMUȘ,4993,adamus,MS,4436844
MUREȘ,114603,ALBEȘTI,5392,albesti,MS,5902730
MUREȘ,115147,ALUNIȘ,3058,alunis,MS,4662981
MUREȘ,115183,APOLD,3065,apold,MS,5961779
MUREȘ,115236,AȚINTIȘ,1500,atintis,MS,5669368
MUREȘ,115575,BĂGACIU,2542,bagaciu,MS,4436933
MUREȘ,115307,BAHNEA,3528,bahnea,MS,4565121
MUREȘ,115600,BĂLA,618,bala,MS,4436836
MUREȘ,115637,BĂLĂUȘERI,4852,balauseri,MS,4322416
MUREȘ,115389,BAND,6394,band,MS,4323470
MUREȘ,115520,BATOȘ,3876,batos,MS,5181030
MUREȘ,115708,BEICA DE JOS,2459,beica de jos,MS,4565253
MUREȘ,120511,BERENI,1188,bereni,MS,16402632
MUREȘ,115771,BICHIȘ,715,bichis,MS,5669350
MUREȘ,115824,BOGATA,1845,bogata,MS,5669376
MUREȘ,115897,BRÂNCOVENEȘTI,3559,brancovenesti,MS,4591465
MUREȘ,115851,BREAZA,2197,breaza,MS,4565237
MUREȘ,115959,CEUAȘU DE CÂMPIE,5992,ceuasu de campie,MS,4323586
MUREȘ,116046,CHEȚANI,2468,chetani,MS,5669392
MUREȘ,120478,CHIBED,1730,chibed,MS,15653830
MUREȘ,116126,CHIHERU DE JOS,1762,chiheru de jos,MS,4619183
MUREȘ,116171,COROISÂNMĂRTIN,1330,coroisanmartin,MS,4436941
MUREȘ,120487,CORUNCA,4407,corunca,MS,16410414
MUREȘ,116224,COZMA,515,cozma,MS,4619124
MUREȘ,116288,CRĂCIUNEȘTI,4338,craciunesti,MS,4323187
MUREȘ,116340,CRĂIEȘTI,755,craiesti,MS,4376017
MUREȘ,114355,CRISTEȘTI,5592,cristesti,MS,4323357
MUREȘ,116395,CUCERDEA,1293,cucerdea,MS,4728172
MUREȘ,116439,CUCI,1734,cuci,MS,5669341
MUREȘ,116493,DANEȘ,4743,danes,MS,5705649
MUREȘ,116545,DEDA,3933,deda,MS,4765618
MUREȘ,116590,EREMITU,3952,eremitu,MS,4375852
MUREȘ,116652,ERNEI,5843,ernei,MS,4323462
MUREȘ,116796,FÂNTÂNELE,4854,fantanele,MS,4322459
MUREȘ,116723,FĂRĂGĂU,1687,faragau,MS,4765596
MUREȘ,116867,GĂLEȘTI,2271,galesti,MS,4323276
MUREȘ,116938,GĂNEȘTI,3131,ganesti,MS,4436852
MUREȘ,116983,GHEORGHE DOJA,3101,gheorghe doja,MS,4436860
MUREȘ,117042,GHINDARI,3034,ghindari,MS,4436925
MUREȘ,117113,GLODENI,3678,glodeni,MS,4322734
MUREȘ,117177,GORNEȘTI,5072,gornesti,MS,4322521
MUREȘ,117275,GREBENIȘU DE CÂMPIE,1681,grebenisu de campie,MS,4375933
MUREȘ,117319,GURGHIU,5530,gurghiu,MS,5409635
MUREȘ,117426,HODAC,4942,hodac,MS,4641555
MUREȘ,117505,HODOȘA,1179,hodosa,MS,4375950
MUREȘ,117550,IBĂNEȘTI,4049,ibanesti,MS,4641539
MUREȘ,117667,ICLĂNZEL,1902,iclanzel,MS,5584679
MUREȘ,117783,IDECIU DE JOS,1998,ideciu de jos,MS,4591449
MUREȘ,117925,LIVEZENI,4610,livezeni,MS,4619140
MUREȘ,117998,LUNCA,2078,lunca,MS,4578008
MUREȘ,118058,LUNCA BRADULUI,1666,lunca bradului,MS,4578040
MUREȘ,120502,MĂDĂRAȘ,1207,madaras,MS,16445706
MUREȘ,118094,MĂGHERANI,1332,magherani,MS,4577878
MUREȘ,118209,MICA,4821,mica,MS,4565245
MUREȘ,118370,MIHEȘU DE CÂMPIE,2140,mihesu de campie,MS,7031608
MUREȘ,118469,NADEȘ,2864,nades,MS,5961760
MUREȘ,118511,NEAUA,1231,neaua,MS,4375968
MUREȘ,118575,OGRA,2442,ogra,MS,4323489
MUREȘ,118691,PĂNET,5725,panet,MS,4375887
MUREȘ,118637,PAPIU ILARIAN,827,papiu ilarian,MS,5669384
MUREȘ,118753,PĂSĂRENI,1758,pasareni,MS,4323373
MUREȘ,118799,PETELEA,3088,petelea,MS,4578024
MUREȘ,118824,POGĂCEAUA,1890,pogaceaua,MS,4436879
MUREȘ,118931,RĂSTOLIȚA,1729,rastolita,MS,4578032
MUREȘ,118995,RÂCIU,3289,raciu,MS,4375941
MUREȘ,119153,RUȘII-MUNȚI,1827,rusii-munti,MS,4728156
MUREȘ,114382,SÂNCRAIU DE MUREȘ,10403,sancraiu de mures,MS,4322718
MUREȘ,114417,SÂNGEORGIU DE MUREȘ,9688,sangeorgiu de mures,MS,4323152
MUREȘ,119386,SÂNGER,2133,sanger,MS,5669333
MUREȘ,119466,SÂNPAUL,4320,sanpaul,MS,4323497
MUREȘ,119527,SÂNPETRU DE CÂMPIE,2723,sanpetru de campie,MS,4619132
MUREȘ,114453,SÂNTANA DE MUREȘ,6612,santana de mures,MS,4323349
MUREȘ,120496,SĂRĂȚENI,1625,sarateni,MS,16355476
MUREȘ,119206,SASCHIZ,2080,saschiz,MS,5902713
MUREȘ,119750,ȘĂULIA,1892,saulia,MS,5961787
MUREȘ,119803,ȘINCAI,1499,sincai,MS,4375836
MUREȘ,119590,SOLOVĂSTRU,3205,solovastru,MS,4728148
MUREȘ,119625,STÂNCENI,1325,stanceni,MS,4591430
MUREȘ,119661,SUPLAC,2047,suplac,MS,4375844
MUREȘ,119723,SUSENI,2357,suseni,MS,5284639
MUREȘ,119858,TĂURENI,919,taureni,MS,5669325
MUREȘ,119974,VALEA LARGĂ,2834,valea larga,MS,4375925
MUREȘ,120254,VÂNĂTORI,4131,vanatori,MS,5902721
MUREȘ,120076,VĂRGATA,1681,vargata,MS,4375879
MUREȘ,120138,VĂTAVA,1709,vatava,MS,4619175
MUREȘ,120174,VEȚCA,753,vetca,MS,4375976
MUREȘ,120218,VIIȘOARA,1802,viisoara,MS,5902705
MUREȘ,120316,VOIVODENI,1575,voivodeni,MS,4323551
MUREȘ,120343,ZAGĂR,1080,zagar,MS,4565113
MUREȘ,120370,ZAU DE CÂMPIE,3108,zau de campie,MS,4375917
NEAMȚ,120726,MUNICIPIUL PIATRA-NEAMȚ,79679,municipiul piatra-neamt,NT,2612790
NEAMȚ,120860,MUNICIPIUL ROMAN,48644,municipiul roman,NT,2613583
NEAMȚ,120968,ORAȘ BICAZ,6106,orasul bicaz,NT,2614392
NEAMȚ,124117,ORAȘ ROZNOV,8133,orasul roznov,NT,2612901
NEAMȚ,121055,ORAȘ TÂRGU NEAMȚ,18015,orasul targu neamt,NT,2614104
NEAMȚ,121108,AGAPIA,3696,agapia,NT,2614112
NEAMȚ,124938,ALEXANDRU CEL BUN,5570,alexandru cel bun,NT,2613036
NEAMȚ,121153,BAHNA,2923,bahna,NT,2613648
NEAMȚ,121242,BĂLȚĂTEȘTI,3565,baltatesti,NT,2614120
NEAMȚ,121466,BÂRGĂUANI,2904,bargauani,NT,2612944
NEAMȚ,121297,BICAZ-CHEI,3862,bicaz-chei,NT,2614406
NEAMȚ,121340,BICAZU ARDELEAN,3236,bicazu ardelean,NT,2614414
NEAMȚ,121386,BIRA,1532,bira,NT,2613672
NEAMȚ,121607,BODEȘTI,4300,bodesti,NT,2613133
NEAMȚ,125178,BOGHICEA,2102,boghicea,NT,17877362
NEAMȚ,121652,BORCA,5860,borca,NT,2614139
NEAMȚ,121732,BORLEȘTI,8182,borlesti,NT,2612898
NEAMȚ,121796,BOTEȘTI,3890,botesti,NT,2613656
NEAMȚ,121876,BOZIENI,2489,bozieni,NT,2613664
NEAMȚ,121938,BRUSTURI,3686,brusturi,NT,2614147
NEAMȚ,122061,CÂNDEȘTI,3192,candesti,NT,2613150
NEAMȚ,122025,CEAHLĂU,2035,ceahlau,NT,2614155
NEAMȚ,120888,CORDUN,6842,cordun,NT,2613680
NEAMȚ,122132,COSTIȘA,2747,costisa,NT,2612936
NEAMȚ,122187,CRĂCĂOANI,3670,cracaoani,NT,2614163
NEAMȚ,122249,DĂMUC,2780,damuc,NT,2614422
NEAMȚ,122285,DOBRENI,1712,dobreni,NT,2613028
NEAMȚ,125098,DOCHIA,2051,dochia,NT,15646469
NEAMȚ,122347,DOLJEȘTI,5735,doljesti,NT,2613699
NEAMȚ,125132,DRĂGĂNEȘTI,1533,draganesti,NT,16366149
NEAMȚ,122392,DRAGOMIREȘTI,2030,dragomiresti,NT,2613001
NEAMȚ,122463,DULCEȘTI,2096,dulcesti,NT,2613702
NEAMȚ,120771,DUMBRAVA ROȘIE,7579,dumbrava rosie,NT,2613109
NEAMȚ,122551,FARCAȘA,2812,farcasa,NT,2614171
NEAMȚ,122613,FĂUREI,1877,faurei,NT,2613710
NEAMȚ,125150,GÂDINȚI,1873,gadinti,NT,16366130
NEAMȚ,122828,GÂRCINA,4889,garcina,NT,2612910
NEAMȚ,122668,GHERĂEȘTI,4715,gheraesti,NT,2613729
NEAMȚ,125114,GHINDĂOANI,1629,ghindaoani,NT,15945231
NEAMȚ,122702,GIROV,4760,girov,NT,2613141
NEAMȚ,122864,GRINȚIEȘ,1925,grinties,NT,2614180
NEAMȚ,122908,GRUMĂZEȘTI,5295,grumazesti,NT,2614198
NEAMȚ,122953,HANGU,2987,hangu,NT,2614449
NEAMȚ,120922,HORIA,5750,horia,NT,2613737
NEAMȚ,123013,ICUȘEȘTI,3715,icusesti,NT,2613745
NEAMȚ,123102,ION CREANGĂ,4989,ion creanga,NT,2613753
NEAMȚ,123175,MĂRGINENI,2940,margineni,NT,2612928
NEAMȚ,123228,MOLDOVENI,1972,moldoveni,NT,2613761
NEAMȚ,125169,NEGREȘTI,1660,negresti,NT,17474424
NEAMȚ,123255,ONICENI,3351,oniceni,NT,2613770
NEAMȚ,125141,PÂNCEȘTI,1212,pancesti,NT,16404200
NEAMȚ,123601,PÂNGĂRAȚI,4396,pangarati,NT,2612960
NEAMȚ,123371,PĂSTRĂVENI,3709,pastraveni,NT,2614201
NEAMȚ,123424,PETRICANI,5563,petricani,NT,2614210
NEAMȚ,123479,PIATRA ȘOIMULUI,6950,piatra soimului,NT,2613044
NEAMȚ,123521,PIPIRIG,8352,pipirig,NT,2614228
NEAMȚ,123674,PODOLENI,3911,podoleni,NT,2612987
NEAMȚ,123790,POIANA TEIULUI,4089,poiana teiului,NT,2614074
NEAMȚ,123709,POIENARI,1374,poienari,NT,2613788
NEAMȚ,123914,RĂUCEȘTI,7588,raucesti,NT,2614236
NEAMȚ,123969,RĂZBOIENI,1879,razboieni,NT,2613168
NEAMȚ,124028,REDIU,4594,rediu,NT,2613117
NEAMȚ,124073,ROMÂNI,3616,romani,NT,2612995
NEAMȚ,125105,RUGINOASA,1496,ruginoasa,NT,15707914
NEAMȚ,124206,SĂBĂOANI,10619,sabaoani,NT,2613800
NEAMȚ,124153,SAGNA,3975,sagna,NT,2613796
NEAMȚ,120824,SĂVINEȘTI,5438,savinesti,NT,2613176
NEAMȚ,124233,SECUIENI,2809,secuieni,NT,2613826
NEAMȚ,124331,STĂNIȚA,1702,stanita,NT,2613818
NEAMȚ,124411,ȘTEFAN CEL MARE,2502,stefan cel mare,NT,2612979
NEAMȚ,124634,TĂMĂȘENI,6958,tamaseni,NT,2613834
NEAMȚ,124493,TARCĂU,2952,tarcau,NT,2614430
NEAMȚ,124563,TAȘCA,2268,tasca,NT,2614457
NEAMȚ,124616,TAZLĂU,2381,tazlau,NT,2613010
NEAMȚ,124803,ȚIBUCANI,3508,tibucani,NT,2614244
NEAMȚ,124661,TIMIȘEȘTI,3802,timisesti,NT,2614252
NEAMȚ,124723,TRIFEȘTI,4234,trifesti,NT,2613842
NEAMȚ,124750,TUPILAȚI,1991,tupilati,NT,2613125
NEAMȚ,124849,URECHENI,3916,urecheni,NT,2614260
NEAMȚ,124885,VALEA URSULUI,3436,valea ursului,NT,2613850
NEAMȚ,125123,VĂLENI,1208,valeni,NT,16287088
NEAMȚ,125016,VÂNĂTORI-NEAMȚ,7270,vanatori-neamt,NT,2614279
NEAMȚ,125061,ZĂNEȘTI,4990,zanesti,NT,2612952
OLT,125347,MUNICIPIUL SLATINA,63487,municipiul slatina,OT,4394811
OLT,125472,MUNICIPIUL CARACAL,27403,municipiul caracal,OT,4395175
OLT,125418,ORAȘ BALȘ,16114,orasul bals,OT,4286437
OLT,125542,ORAȘ CORABIA,13527,orasul corabia,OT,4716810
OLT,125622,ORAȘ DRĂGĂNEȘTI-OLT,9721,orasul draganesti-olt,OT,5209912
OLT,128105,ORAȘ PIATRA-OLT,6000,orasul piatra-olt,OT,4491237
OLT,128374,ORAȘ POTCOAVA,5229,orasul potcoava,OT,4716780
OLT,128711,ORAȘ SCORNICEȘTI,10795,orasul scornicesti,OT,4491369
OLT,125659,BĂBICIU,1844,babiciu,OT,4394579
OLT,125677,BALDOVINEȘTI,922,baldovinesti,OT,4286496
OLT,130286,BĂLTENI,1579,balteni,OT,16573403
OLT,125757,BĂRĂȘTI,1369,barasti,OT,4491040
OLT,125846,BÂRZA,2303,barza,OT,4395019
OLT,125873,BOBICEȘTI,3063,bobicesti,OT,4491148
OLT,126022,BRÂNCOVENI,2368,brancoveni,OT,4984529
OLT,125962,BRASTAVĂȚU,3860,brastavatu,OT,5148351
OLT,125999,BREBENI,2476,brebeni,OT,4716763
OLT,126077,BUCINIȘU,1796,bucinisu,OT,4491202
OLT,130295,CĂLUI,1276,calui,OT,16560225
OLT,126166,CÂRLOGANI,1944,carlogani,OT,4491210
OLT,126102,CEZIENI,1533,cezieni,OT,4394994
OLT,126148,CILIENI,2796,cilieni,OT,5102346
OLT,126228,COLONEȘTI,1688,colonesti,OT,4394501
OLT,126326,CORBU,2118,corbu,OT,4716747
OLT,126380,COTEANA,2071,coteana,OT,5139701
OLT,126406,CRÂMPOIA,3345,crampoia,OT,4716739
OLT,126503,CUNGREA,1771,cungrea,OT,5209890
OLT,126433,CURTIȘOARA,4413,curtisoara,OT,5139736
OLT,126585,DĂNEASA,3217,daneasa,OT,5292496
OLT,126647,DEVESELU,2872,deveselu,OT,4491350
OLT,126674,DOBREȚU,1105,dobretu,OT,4491296
OLT,126718,DOBROSLOVENI,3472,dobrosloveni,OT,4395035
OLT,126772,DOBROTEASA,1502,dobroteasa,OT,5102338
OLT,126825,DOBRUN,1330,dobrun,OT,4394552
OLT,125490,DRĂGHICENI,1713,draghiceni,OT,4491261
OLT,126905,FĂGEȚELU,1064,fagetelu,OT,4395124
OLT,126978,FĂLCOIU,3446,falcoiu,OT,4549991
OLT,127019,FĂRCAȘELE,4215,farcasele,OT,4491334
OLT,127064,GĂNEASA,3498,ganeasa,OT,5209858
OLT,125588,GÂRCOV,2047,garcov,OT,5148319
OLT,130302,GĂVĂNEȘTI,1790,gavanesti,OT,16607654
OLT,130311,GHIMPEȚENI,1294,ghimpeteni,OT,16393437
OLT,127126,GIUVĂRĂȘTI,1924,giuvarasti,OT,5148343
OLT,127144,GOSTAVĂȚU,2454,gostavatu,OT,4394560
OLT,127171,GRĂDINARI,2448,gradinari,OT,5139779
OLT,130320,GRĂDINILE,1462,gradinile,OT,16556488
OLT,127224,GROJDIBODU,2373,grojdibodu,OT,5148360
OLT,130339,GURA PADINII,1539,gura padinii,OT,16560233
OLT,127251,IANCA,3232,ianca,OT,5209882
OLT,127288,IANCU JIANU,3511,iancu jianu,OT,4394838
OLT,127322,ICOANA,1591,icoana,OT,5139795
OLT,130348,IPOTEȘTI,1394,ipotesti,OT,16579635
OLT,127368,IZBICENI,4120,izbiceni,OT,5139868
OLT,127386,IZVOARELE,3218,izvoarele,OT,4716771
OLT,127411,LELEASCA,1198,leleasca,OT,5139825
OLT,127493,MĂRUNȚEI,3627,maruntei,OT,5148335
OLT,127536,MIHĂEȘTI,1311,mihaesti,OT,5209874
OLT,127563,MILCOV,1595,milcov,OT,5102354
OLT,127625,MORUNGLAV,2125,morunglav,OT,4286429
OLT,127689,MOVILENI,3137,movileni,OT,4867693
OLT,127714,NICOLAE TITULESCU,1114,nicolae titulescu,OT,5139760
OLT,127750,OBÂRȘIA,2131,obarsia,OT,5139710
OLT,127812,OBOGA,1582,oboga,OT,4491253
OLT,127858,OPORELU,1015,oporelu,OT,4394820
OLT,127901,OPTAȘI-MĂGURA,1095,optasi-magura,OT,5139744
OLT,127938,ORLEA,1917,orlea,OT,4394633
OLT,130357,OSICA DE JOS,1538,osica de jos,OT,16579643
OLT,127983,OSICA DE SUS,4147,osica de sus,OT,4716801
OLT,128178,PÂRȘCOVENI,2744,parscoveni,OT,4395043
OLT,128052,PERIEȚI,1856,perieti,OT,5102311
OLT,128221,PLEȘOIU,2785,plesoiu,OT,5148394
OLT,128301,POBORU,1694,poboru,OT,5139698
OLT,128436,PRISEACA,1291,priseaca,OT,4286526
OLT,128472,RADOMIREȘTI,2568,radomiresti,OT,4395000
OLT,128524,REDEA,2519,redea,OT,4286550
OLT,128560,ROTUNDA,2394,rotunda,OT,4550058
OLT,128588,RUSĂNEȘTI,3843,rusanesti,OT,5139809
OLT,128882,SÂMBUREȘTI,1058,samburesti,OT,5475221
OLT,130366,SÂRBII - MĂGURA,1789,sarbii - magura,OT,16602622
OLT,128613,SCĂRIȘOARA,2901,scarisoara,OT,4491164
OLT,128659,SCHITU,2493,schitu,OT,5102290
OLT,128864,SEACA,1554,seaca,OT,5209904
OLT,129246,ȘERBĂNEȘTI,2601,serbanesti,OT,5139850
OLT,125374,SLĂTIOARA,2912,slatioara,OT,4491326
OLT,130384,ȘOPÂRLIȚA,1152,soparlita,OT,17091437
OLT,128962,SPINENI,1791,spineni,OT,5148378
OLT,129040,SPRÂNCENATA,2008,sprancenata,OT,4491318
OLT,129282,ȘTEFAN CEL MARE,1499,stefan cel mare,OT,5148327
OLT,129095,STOENEȘTI,2172,stoenesti,OT,4394730
OLT,129111,STOICĂNEȘTI,2140,stoicanesti,OT,5209840
OLT,129139,STREJEȘTI,2726,strejesti,OT,4867685
OLT,129184,STUDINA,2403,studina,OT,4491300
OLT,129317,TĂTULEȘTI,986,tatulesti,OT,5139876
OLT,129380,TESLUI,2490,teslui,OT,5139728
OLT,129460,TIA MARE,3870,tia mare,OT,5139833
OLT,129503,TOPANA,755,topana,OT,5209866
OLT,129567,TRAIAN,2638,traian,OT,4394986
OLT,129585,TUFENI,2495,tufeni,OT,4655887
OLT,129629,URZICA,2022,urzica,OT,5102370
OLT,129718,VĂDASTRA,1212,vadastra,OT,5139841
OLT,129745,VĂDĂSTRIȚA,3002,vadastrita,OT,5148386
OLT,129987,VÂLCELE,2271,valcele,OT,4655895
OLT,129656,VALEA MARE,3546,valea mare,OT,4394544
OLT,129763,VĂLENI,2294,valeni,OT,5102265
OLT,129816,VERGULEASA,2836,verguleasa,OT,4984510
OLT,129898,VIȘINA,2534,visina,OT,5139817
OLT,130375,VIȘINA NOUĂ,1512,visina noua,OT,16602614
OLT,129914,VITOMIREȘTI,1807,vitomiresti,OT,4394951
OLT,130026,VLĂDILA,1882,vladila,OT,4491342
OLT,130062,VOINEASA,2038,voineasa,OT,4395078
OLT,130124,VULPENI,1900,vulpeni,OT,4394803
OLT,130231,VULTUREȘTI,2123,vulturesti,OT,4491245
PRAHOVA,130534,MUNICIPIUL PLOIEȘTI,180539,municipiul ploiesti,PH,2844855
PRAHOVA,131256,MUNICIPIUL CÂMPINA,28993,municipiul campina,PH,2843272
PRAHOVA,130954,ORAȘ AZUGA,3901,orasul azuga,PH,2843850
PRAHOVA,130981,ORAȘ BĂICOI,16722,orasul baicoi,PH,2845710
PRAHOVA,131069,ORAȘ BOLDEȘTI-SCĂENI,10298,orasul boldesti-scaeni,PH,2842943
PRAHOVA,131103,ORAȘ BREAZA,14871,orasul breaza,PH,2845486
PRAHOVA,131210,ORAȘ BUȘTENI,8368,orasul busteni,PH,2845729
PRAHOVA,131336,ORAȘ COMARNIC,11106,orasul comarnic,PH,2845761
PRAHOVA,131407,ORAȘ MIZIL,12962,orasul mizil,PH,15562570
PRAHOVA,131443,ORAȘ PLOPENI,6709,orasul plopeni,PH,2843779
PRAHOVA,131540,ORAȘ SINAIA,9071,orasul sinaia,PH,2844103
PRAHOVA,131577,ORAȘ SLĂNIC,4669,orasul slanic,PH,2843604
PRAHOVA,131620,ORAȘ URLAȚI,10131,orasul urlati,PH,2844189
PRAHOVA,131817,ORAȘ VĂLENII DE MUNTE,12044,orasul valenii de munte,PH,2842870
PRAHOVA,131899,ADUNAȚI,1896,adunati,PH,2843248
PRAHOVA,131933,ALBEȘTI-PALEOLOGU,5145,albesti-paleologu,PH,2845664
PRAHOVA,131988,ALUNIȘ,3351,alunis,PH,2843388
PRAHOVA,132011,APOSTOLACHE,1930,apostolache,PH,2845451
PRAHOVA,132075,ARICEȘTII RAHTIVANI,8173,aricestii rahtivani,PH,2842927
PRAHOVA,132137,ARICEȘTII ZELETIN,1038,aricestii zeletin,PH,2845796
PRAHOVA,132164,BABA ANA,3546,baba ana,PH,2843345
PRAHOVA,132226,BALTA DOAMNEI,2374,balta doamnei,PH,2845672
PRAHOVA,132271,BĂLȚEȘTI,3350,baltesti,PH,2844294
