procurement.aggregate_quality_by_grain	projection_version	text
procurement.aggregate_quality_by_grain	source_grain	text
procurement.aggregate_quality_by_grain	rows_count	bigint
procurement.aggregate_quality_by_grain	authority_cui_present_count	bigint
procurement.aggregate_quality_by_grain	supplier_cui_present_count	bigint
procurement.aggregate_quality_by_grain	amount_present_count	bigint
procurement.aggregate_quality_by_grain	cpv_present_count	bigint
procurement.aggregate_quality_by_grain	date_present_count	bigint
procurement.aggregate_quality_by_grain	authority_count	bigint
procurement.aggregate_quality_by_grain	authority_territory_count	bigint
procurement.aggregate_quality_by_grain	authority_cui_coverage_rate	numeric
procurement.aggregate_quality_by_grain	supplier_cui_coverage_rate	numeric
procurement.aggregate_quality_by_grain	amount_coverage_rate	numeric
procurement.aggregate_quality_by_grain	cpv_coverage_rate	numeric
procurement.aggregate_quality_by_grain	date_coverage_rate	numeric
procurement.aggregate_quality_by_grain	authority_territory_coverage_rate	numeric
procurement.aggregate_quality_by_grain	filter_answers_allowed	boolean
procurement.aggregate_quality_by_grain	spend_rankings_allowed	boolean
procurement.aggregate_quality_by_grain	supplier_region_filters_allowed	boolean
procurement.aggregate_quality_by_grain	blockers	text[]
procurement.aggregate_quality_by_grain	refreshed_at	timestamp with time zone
procurement.authority_cpv_division_monthly_rollups	projection_version	text
procurement.authority_cpv_division_monthly_rollups	month_start	date
procurement.authority_cpv_division_monthly_rollups	source_grain	text
procurement.authority_cpv_division_monthly_rollups	authority_cui	text
procurement.authority_cpv_division_monthly_rollups	authority_name	text
procurement.authority_cpv_division_monthly_rollups	authority_county_code	text
procurement.authority_cpv_division_monthly_rollups	authority_county_name	text
procurement.authority_cpv_division_monthly_rollups	authority_region	text
procurement.authority_cpv_division_monthly_rollups	cpv_division_code	text
procurement.authority_cpv_division_monthly_rollups	cpv_division_label_en	text
procurement.authority_cpv_division_monthly_rollups	flow_count	bigint
procurement.authority_cpv_division_monthly_rollups	amount_ron_sum	numeric(20,2)
procurement.authority_cpv_division_monthly_rollups	amount_present_count	bigint
procurement.authority_cpv_division_monthly_rollups	amount_missing_count	bigint
procurement.authority_cpv_division_monthly_rollups	distinct_supplier_count	bigint
procurement.authority_cpv_division_monthly_rollups	first_flow_date	date
procurement.authority_cpv_division_monthly_rollups	last_flow_date	date
procurement.authority_cpv_division_monthly_rollups	evidence_refs_sample	text[]
procurement.authority_cpv_division_monthly_rollups	refreshed_at	timestamp with time zone
procurement.contract_modifications	modification_id	bigint
procurement.contract_modifications	source_ref	text
procurement.contract_modifications	contract_id	bigint
procurement.contract_modifications	link_method	text
procurement.contract_modifications	link_confidence	real
procurement.contract_modifications	authority_cui	text
procurement.contract_modifications	authority_name	text
procurement.contract_modifications	supplier_cui	text
procurement.contract_modifications	supplier_name	text
procurement.contract_modifications	contract_no	text
procurement.contract_modifications	notice_no	text
procurement.contract_modifications	modification_date	date
procurement.contract_modifications	value_before_ron	numeric(18,2)
procurement.contract_modifications	value_after_ron	numeric(18,2)
procurement.contract_modifications	value_delta_ron	numeric(18,2)
procurement.contract_modifications	modification_type	text
procurement.contract_modifications	year	integer
procurement.contract_modifications	quarter	text
procurement.contract_modifications	attrs	jsonb
procurement.contract_modifications	created_at	timestamp with time zone
procurement.contract_modifications	updated_at	timestamp with time zone
procurement.contracts	contract_id	bigint
procurement.contracts	contract_key	text
procurement.contracts	source_system	text
procurement.contracts	procedure_id	bigint
procurement.contracts	notice_no	text
procurement.contracts	contract_no	text
procurement.contracts	contract_date	date
procurement.contracts	title	text
procurement.contracts	authority_cui	text
procurement.contracts	authority_name	text
procurement.contracts	supplier_cui	text
procurement.contracts	supplier_name	text
procurement.contracts	supplier_raw	text
procurement.contracts	cpv_code	text
procurement.contracts	cpv_raw	text
procurement.contracts	value_ron	numeric(18,2)
procurement.contracts	estimated_value_ron	numeric(18,2)
procurement.contracts	currency	text
procurement.contracts	status	text
procurement.contracts	status_raw	text
procurement.contracts	county_name	text
procurement.contracts	is_canonical	boolean
procurement.contracts	dup_group_id	bigint
procurement.contracts	dup_method	text
procurement.contracts	dup_confidence	real
procurement.contracts	source_updated_at	timestamp with time zone
procurement.contracts	attrs	jsonb
procurement.contracts	created_at	timestamp with time zone
procurement.contracts	updated_at	timestamp with time zone
procurement.cpv_codes	cpv_code	text
procurement.cpv_codes	label_ro	text
procurement.cpv_codes	parent_code	text
procurement.cpv_codes	cpv_level	integer
procurement.cpv_codes	source	text
procurement.cpv_codes	updated_at	timestamp with time zone
procurement.cpv_divisions	division_code	text
procurement.cpv_divisions	label_en	text
procurement.cpv_divisions	label_ro	text
