flows.money_flows	flow_id	bigint
flows.money_flows	flow_type	text
flows.money_flows	source_id	text
flows.money_flows	source_ref	text
flows.money_flows	payer_cui	text
flows.money_flows	payer_name	text
flows.money_flows	payer_org_id	bigint
flows.money_flows	payee_cui	text
flows.money_flows	payee_name	text
flows.money_flows	payee_org_id	bigint
flows.money_flows	amount_ron	numeric(18,2)
flows.money_flows	amount_eur	numeric(18,2)
flows.money_flows	currency	text
flows.money_flows	flow_date	date
flows.money_flows	flow_year	integer
flows.money_flows	title	text
flows.money_flows	classification_system	text
flows.money_flows	classification_code	text
flows.money_flows	county_name	text
flows.money_flows	attrs	jsonb
